name,crunchlink,category,country,state,city,round,date,year,money
EndoGastric Solutions,/organization/endogastric-solutions,Health Care,USA,CA,San Mateo,A,2003-06-01,2003,"5,000,000"
Expand Beyond,/organization/expand-beyond,Software,USA,IL,Chicago,B,2003-06-01,2003,"3,660,000"
Firetide,/organization/firetide,Mobile,USA,CA,Campbell,A,2003-06-01,2003,"3,200,000"
Imperva,/organization/imperva,Security,USA,CA,Redwood City,B,2003-06-01,2003,"12,000,000"
Milagen,/organization/milagen,Development Platforms,USA,CA,Emeryville,C,2003-06-01,2003,"3,632,775"
MySQL,/organization/mysql,Databases,USA,CA,Cupertino,B,2003-06-01,2003,"19,500,000"
Nanosolar,/organization/nanosolar,Clean Technology,USA,CA,San Jose,A,2003-06-01,2003,"5,000,000"
Novica United,/organization/novica-united,E-Commerce,USA,CA,Santa Monica,A,2003-06-01,2003,"3,000,000"
Planitax,/organization/planitax,Finance,USA,CA,Alameda,A,2003-06-01,2003,"7,500,000"
BitPass,/organization/bitpass,Curated Web,USA,CA,Mountain View,A,2003-07-01,2003,"1,500,000"
Cloudmark,/organization/cloudmark,Mobile Security,USA,CA,San Francisco,venture,2003-07-01,2003,"4,500,000"
Kryptiq,/organization/kryptiq,Software,USA,OR,Beaverton,A,2003-07-01,2003,"7,000,000"
Mozilla,/organization/mozilla,Open Source,USA,CA,Mountain View,venture,2003-07-01,2003,"2,000,000"
Plaxo,/organization/plaxo,Curated Web,USA,CA,Sunnyvale,B,2003-07-01,2003,"8,500,000"
eSilicon,/organization/esilicon,Semiconductors,USA,CA,Sunnyvale,E,2003-08-01,2003,"21,010,996"
Infinera Corporation,/organization/infinera,Web Hosting,USA,CA,Sunnyvale,D,2003-08-01,2003,"60,000,000"
Adaptive Insights,/organization/adaptive-insights,Cloud Data Services,USA,CA,Palo Alto,A,2003-09-01,2003,"4,600,000"
"Gomez, Inc.",/organization/gomez-inc,Consulting,USA,MA,Lexington,C,2003-09-01,2003,"6,000,000"
Marketwired,/organization/marketwired,Advertising,CAN,ON,Toronto,D,2003-09-01,2003,"4,600,000"
Metatomix,/organization/metatomix,Enterprise Software,USA,MA,Dedham,venture,2003-09-01,2003,"8,300,000"
MTM Laboratories,/organization/mtm-laboratories,Biotechnology,USA,AZ,Tucson,B,2003-09-01,2003,"13,158,000"
Nantero,/organization/nantero,Nanotechnology,USA,MA,Woburn,B,2003-09-01,2003,"10,500,000"
New.net,/organization/new-net,Domains,USA,CA,Pasadena,C,2003-09-01,2003,"1,100,000"
OpTier,/organization/optier,Analytics,USA,NY,New York,A,2003-09-01,2003,"8,600,000"
Arena Solutions,/organization/arena-solutions,Software,USA,CA,Foster City,C,2003-10-01,2003,"3,000,000"
Compete,/organization/compete,Advertising,USA,MA,Boston,B,2003-10-01,2003,"13,000,000"
Fresh Direct,/organization/fresh-direct,E-Commerce,USA,NY,Long Island City,A,2003-10-01,2003,"31,000,000"
OQO,/organization/oqo,Computers,USA,CA,San Francisco,C,2003-10-01,2003,"13,200,000"
Proofpoint,/organization/proofpoint,Enterprise Software,USA,CA,Sunnyvale,B,2003-10-01,2003,"9,000,000"
Applied Genetics Technologies Corporation,/organization/applied-genetics-technologies-corporation,Biotechnology,USA,FL,Alachua,B,2003-11-01,2003,"27,000,000"
Everyday Health,/organization/everyday-health,Health and Wellness,USA,NY,New York,B,2003-11-01,2003,"4,508,640"
LinkedIn,/organization/linkedin,Social Media,USA,CA,Mountain View,A,2003-11-01,2003,"4,700,000"
Meetup,/organization/meetup,Communities,USA,NY,New York,B,2003-11-01,2003,"5,300,000"
Modulus Video,/organization/modulus-video,Cable,USA,IL,Libertyville,seed,2003-11-01,2003,"204,000"
Neven Vision,/organization/neven-vision,Software,USA,CA,Santa Monica,seed,2003-11-01,2003,"1,750,000"
DGIT,/organization/mediamind,Advertising,USA,NY,New York,angel,2003-12-01,2003,"8,000,000"
Digital Chocolate,/organization/digitalchocolate,Mobile Games,USA,CA,San Mateo,A,2003-12-01,2003,"8,400,000"
Digital Chocolate,/organization/digitalchocolate,Mobile Games,USA,CA,San Mateo,B,2003-12-01,2003,"13,000,000"
Jigsaw,/organization/jigsaw,Contact Management,USA,CA,San Mateo,A,2003-12-01,2003,"750,000"
JobFlash,/organization/jobflash,Search,USA,CA,Fremont,B,2003-12-01,2003,"5,000,000"
Mediamind,/organization/mediamind-2,Digital Media,USA,NY,New York,venture,2003-12-01,2003,"8,000,000"
AlterPoint,/organization/alterpoint,Software,USA,TX,Austin,B,2004-01-01,2004,"6,000,000"
AppVault,/organization/appvault,Media,USA,GA,Atlanta,angel,2004-01-01,2004,"2,000,000"
Athenix,/organization/athenix,Biotechnology,USA,NC,Raleigh,B,2004-01-01,2004,"12,500,000"
BitWave,/organization/bitwave,Wireless,USA,MA,Lowell,A,2004-01-01,2004,"13,000,000"
Bridgevine,/organization/bridgevine,Advertising,USA,FL,Vero Beach,angel,2004-01-01,2004,"2,700,000"
BzzAgent,/organization/bzzagent,Social Media,USA,MA,Boston,angel,2004-01-01,2004,"750,000"
Cartasite,/organization/cartasite,Gps,USA,CO,Denver,seed,2004-01-01,2004,"1,200,000"
ChannelAdvisor,/organization/channeladvisor,Search,USA,NC,Morrisville,A,2004-01-01,2004,"7,000,000"
CodeRyte,/organization/coderyte,Health and Wellness,USA,MD,Bethesda,B,2004-01-01,2004,"12,000,000"
Critical Media,/organization/critical-media,Games,USA,NY,New York,A,2004-01-01,2004,"2,000,000"
Cyclacel Pharmaceuticals,/organization/cyclacel-pharmaceuticals,Biotechnology,USA,NJ,Berkeley Heights,D,2004-01-01,2004,"38,769,109"
DATAllegro,/organization/datallegro,Web Hosting,USA,CA,Aliso Viejo,A,2004-01-01,2004,"6,000,000"
Deem,/organization/deem,E-Commerce,USA,CA,San Francisco,venture,2004-01-01,2004,"42,000,000"
Dynamic Defense Materials,/organization/dynamic-defense-materials,Defense,USA,NJ,Marlton,seed,2004-01-01,2004,"2,000,000"
eBureau,/organization/ebureau,Analytics,USA,MN,Saint Cloud,seed,2004-01-01,2004,"8,000,000"
Executive Caddie,/organization/executive-caddie,iPhone,USA,CA,Mountain View,seed,2004-01-01,2004,"3,000,000"
Faves,/organization/faves,Web Tools,USA,WA,Seattle,angel,2004-01-01,2004,"1,500,000"
GameFly,/organization/gamefly,Games,USA,CA,Los Angeles,C,2004-01-01,2004,"6,175,020"
Infotrieve,/organization/infotrieve,Consulting,USA,CT,Wilton,B,2004-01-01,2004,"21,815,000"
InvenSense,/organization/invensense,Semiconductors,USA,CA,San Jose,A,2004-01-01,2004,"8,000,000"
Jobs2Web,/organization/jobs2web,Curated Web,USA,MN,Minnetonka,angel,2004-01-01,2004,"250,000"
KAYAK,/organization/kayak,Travel,USA,CT,Stamford,A,2004-01-01,2004,"8,500,000"
M:Metrics,/organization/m-metrics,Demographies,USA,WA,Seattle,A,2004-01-01,2004,"11,000,000"
Neven Vision,/organization/neven-vision,Software,USA,CA,Santa Monica,A,2004-01-01,2004,"500,000"
Next Jump,/organization/next-jump,Human Resources,USA,NY,New York,venture,2004-01-01,2004,"5,000,000"
Pandora Media,/organization/pandora,Music,USA,CA,Oakland,B,2004-01-01,2004,"7,800,000"
PlayFirst,/organization/playfirst,Games,USA,CA,San Francisco,A,2004-01-01,2004,"5,000,000"
Pluck,/organization/pluck,Curated Web,USA,TX,Austin,A,2004-01-01,2004,"1,500,000"
Pure Digital Technologies,/organization/pure-digital-technologies,Hardware + Software,USA,CA,Irvine,C,2004-01-01,2004,"28,000,000"
Cornice,/organization/cornice,Hardware + Software,USA,CO,Longmont,B,2004-02-01,2004,"51,000,000"
CyberArts,/organization/cyberarts,Software,USA,CA,San Francisco,angel,2004-02-01,2004,"3,333,000"
Hometica,/organization/hometica,Publishing,USA,CA,San Clemente,seed,2004-02-01,2004,"250,000"
KoolSpan,/organization/koolspan,Security,USA,MD,Bethesda,A,2004-02-01,2004,"1,200,000"
OpTier,/organization/optier,Analytics,USA,NY,New York,B,2004-02-01,2004,"7,500,000"
Aperto Networks,/organization/aperto-networks,Mobile,USA,CA,Milpitas,D,2004-03-01,2004,"20,000,000"
BelAir Networks,/organization/belair-networks,Wireless,CAN,ON,Kanata,A,2004-03-01,2004,"2,000,000"
Gracenote,/organization/gracenote,Music,USA,CA,Emeryville,D,2004-03-01,2004,"13,000,000"
Innovative Silicon,/organization/innovative-silicon,Semiconductors,USA,CA,Santa Clara,A,2004-03-01,2004,"6,000,000"
Modulus Video,/organization/modulus-video,Cable,USA,IL,Libertyville,A,2004-03-01,2004,"8,500,000"
Polimetrix,/organization/polimetrix,Analytics,USA,CA,Palo Alto,A,2004-03-01,2004,"3,000,000"
Quigo,/organization/quigo,Media,USA,NY,New York,A,2004-03-01,2004,"5,000,000"
Advaliant,/organization/advaliant,Search,USA,NY,New York,seed,2004-04-01,2004,"100,000"
Approva,/organization/approva,Enterprise Software,USA,VA,Reston,C,2004-04-01,2004,"15,000,000"
Art.com,/organization/art-com,Design,USA,CA,Emeryville,A,2004-04-01,2004,"20,000,000"
Colizer,/organization/colizer,Web Development,USA,CA,San Diego,A,2004-04-01,2004,"120,000"
Diodes Incorporated,/organization/diodes-incorporated,Semiconductors,USA,TX,Plano,venture,2004-04-01,2004,"1,000,000"
Exajoule,/organization/exajoule,Technology,USA,CA,Palo Alto,angel,2004-04-01,2004,"2,000,000"
Firetide,/organization/firetide,Mobile,USA,CA,Campbell,B,2004-04-01,2004,"13,600,000"
Lancope,/organization/lancope,Security,USA,LA,Georgia,C,2004-04-01,2004,"12,500,000"
LiveOps,/organization/liveops,Cloud Computing,USA,CA,Redwood City,B,2004-04-01,2004,"22,000,000"
Mobissimo,/organization/mobissimo,Travel,USA,CA,San Francisco,seed,2004-04-01,2004,"1,000,000"
Paltalk,/organization/paltalk,Video,USA,NY,New York,A,2004-04-01,2004,"6,000,000"
Plaxo,/organization/plaxo,Curated Web,USA,CA,Sunnyvale,C,2004-04-01,2004,"7,000,000"
Blazent,/organization/blazent,Enterprise Software,USA,CA,San Mateo,C,2004-05-01,2004,"10,000,000"
Brion Technologies,/organization/brion-technologies,Semiconductors,USA,CA,Santa Clara,B,2004-05-01,2004,"19,000,000"
CAPNIA,/organization/capnia,Gas,USA,CA,Palo Alto,B,2004-05-01,2004,"12,000,000"
DivX,/organization/divx,Software,USA,CA,San Diego,C,2004-05-01,2004,"7,000,000"
eASIC,/organization/easic,Semiconductors,USA,CA,Santa Clara,C,2004-05-01,2004,"5,000,000"
Ensemble Discovery,/organization/ensemble-discovery,Biotechnology,USA,MA,Cambridge,A,2004-05-01,2004,"15,000,000"
Exinda,/organization/exinda,Software,USA,MT,Toston,A,2004-05-01,2004,"6,000,000"
FoundValue,/organization/foundvalue,Freelancers,USA,CA,San Francisco,angel,2004-05-01,2004,"750,000"
Ironwood Pharmaceuticals,/organization/ironwood-pharmaceuticals,Health Care,USA,MA,Cambridge,D,2004-05-01,2004,"50,000,000"
Avnera,/organization/avnera,Wireless,USA,OR,Beaverton,A,2004-06-01,2004,"7,700,000"
ChemoCentryx,/organization/chemocentryx,Biotechnology,USA,CA,Mountain View,venture,2004-06-01,2004,"33,000,000"
ContextWeb,/organization/contextweb,Advertising,USA,NY,New York,A,2004-06-01,2004,"3,000,000"
cVidya,/organization/revenue-assurance-cvidya,Software,USA,FL,Plantation,B,2004-06-01,2004,"10,000,000"
E-Duction,/organization/e-duction,Enterprise Software,USA,PA,Blue Bell,B,2004-06-01,2004,"13,000,000"
Endeca,/organization/endeca,Enterprises,USA,MA,Cambridge,C,2004-06-01,2004,"15,000,000"
FeedBurner,/organization/feedburner,Curated Web,USA,IL,Chicago,A,2004-06-01,2004,"1,000,000"
Nanostellar,/organization/nanostellar,Nanotechnology,USA,CA,Redwood City,A,2004-06-01,2004,"3,000,000"
Neterion,/organization/neterion,Hardware + Software,USA,CA,Cupertino,C,2004-06-01,2004,"15,000,000"
Accumetrics,/organization/accumetrics,Biotechnology,USA,CA,San Diego,B,2004-07-01,2004,"13,500,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,B,2004-07-01,2004,"12,000,000"
AllBusiness.com,/organization/allbusiness-com,Curated Web,USA,CA,San Francisco,B,2004-07-01,2004,"10,000,000"
Alpha and Omega Semiconductor,/organization/alpha-and-omega-semiconductor,Semiconductors,USA,CA,Sunnyvale,venture,2004-07-01,2004,"1,750,000"
Black Duck Software,/organization/black-duck-software,Software,USA,MA,Burlington,A,2004-07-01,2004,"5,000,000"
C9 Inc.,/organization/c9-inc,Analytics,USA,CA,San Mateo,A,2004-07-01,2004,"2,000,000"
Centrify,/organization/centrify,Identity Management,USA,CA,Santa Clara,A,2004-07-01,2004,"7,000,000"
CinemaNow,/organization/cinemanow,Games,USA,CA,Marina Del Rey,A,2004-07-01,2004,"11,000,000"
Danger,/organization/danger,Software,USA,CA,Palo Alto,D,2004-07-01,2004,"37,000,000"
Elance,/organization/elance,Curated Web,USA,CA,Mountain View,venture,2004-07-01,2004,"10,028,397"
Equallogic,/organization/equallogic,Enterprise Software,USA,NH,Nashua,C,2004-07-01,2004,"20,000,000"
ExactTarget,/organization/exacttarget,Marketing Automation,USA,IN,Indianapolis,venture,2004-07-01,2004,"10,500,000"
Fathom Online,/organization/fathom-online,Advertising,USA,CA,San Francisco,A,2004-07-01,2004,"6,000,000"
IceRocket,/organization/icerocket,Search,USA,TX,Dallas,angel,2004-07-01,2004,"300,000"
Inimex Pharmaceuticals,/organization/inimex-pharmaceuticals,Biotechnology,CAN,BC,Burnaby,A,2004-07-01,2004,"4,500,000"
Judys Book,/organization/judysbook,Curated Web,USA,WA,Seattle,A,2004-07-01,2004,"2,500,000"
mBlox,/organization/mblox,SMS,USA,CA,Sunnyvale,B,2004-07-01,2004,"10,000,000"
Mode Media,/organization/glammedia,Fashion,USA,CA,Brisbane,A,2004-07-01,2004,"1,100,000"
Academy123,/organization/academy123,Education,USA,CA,Westlake Village,A,2004-08-01,2004,"2,000,000"
AccountNow,/organization/accountnow,Finance,USA,CA,San Ramon,A,2004-08-01,2004,"3,500,000"
Achaogen,/organization/achaogen,Biotechnology,USA,CA,South San Francisco,A,2004-08-01,2004,"15,700,000"
Active Endpoints,/organization/active-endpoints,Enterprise Software,USA,MA,Waltham,A,2004-08-01,2004,"6,500,000"
BG Medicine,/organization/bg-medicine,Health Care,USA,MA,Waltham,A,2004-08-01,2004,"5,000,000"
Control4,/organization/control4,Hardware + Software,USA,UT,Salt Lake City,B,2004-08-01,2004,"14,700,000"
Craigslist,/organization/craigslist,Curated Web,USA,CA,San Francisco,venture,2004-08-01,2004,"13,500,000"
eMeter,/organization/emeter,Clean Technology,USA,CA,San Mateo,C,2004-08-01,2004,"2,048,334"
JotSpot,/organization/jotspot,Software,USA,CA,Palo Alto,A,2004-08-01,2004,"5,200,000"
Miradia,/organization/miradia,Semiconductors,USA,CA,Sunnyvale,B,2004-08-01,2004,"22,000,000"
MobiTV,/organization/mobitv,Games,USA,CA,Emeryville,B,2004-08-01,2004,"15,000,000"
Accera,/organization/accera,Biotechnology,USA,CO,Broomfield,A,2004-09-01,2004,"6,000,000"
ACTIVE Network,/organization/activenetwork,Software,USA,TX,Dallas,E,2004-09-01,2004,"20,000,000"
adBrite,/organization/adbrite,Publishing,USA,CA,San Francisco,A,2004-09-01,2004,"4,000,000"
"Become, Inc.",/organization/become,Shopping,USA,CA,Sunnyvale,A,2004-09-01,2004,"4,500,000"
BitPass,/organization/bitpass,Curated Web,USA,CA,Mountain View,B,2004-09-01,2004,"11,800,000"
Calypto Design Systems,/organization/calypto-design-systems,EDA Tools,USA,CA,San Jose,B,2004-09-01,2004,"16,500,000"
CardinalCommerce,/organization/cardinalcommerce,E-Commerce,USA,OH,Mentor,A,2004-09-01,2004,"3,000,000"
CipherOptics,/organization/cipheroptics,Security,USA,NC,Raleigh,C,2004-09-01,2004,"10,300,000"
Digital Guardian,/organization/verdasys,Enterprise Software,USA,MA,Waltham,B,2004-09-01,2004,"7,200,000"
EndoGastric Solutions,/organization/endogastric-solutions,Health Care,USA,CA,San Mateo,B,2004-09-01,2004,"12,000,000"
Facebook,/organization/facebook,Communities,USA,CA,Menlo Park,angel,2004-09-01,2004,"500,000"
imeem,/organization/imeem,Photography,USA,CA,San Francisco,A,2004-09-01,2004,"3,000,000"
Jigsaw,/organization/jigsaw,Contact Management,USA,CA,San Mateo,B,2004-09-01,2004,"5,200,000"
LabNow,/organization/labnow,Biotechnology,USA,TX,Austin,A,2004-09-01,2004,"14,000,000"
Ayalogic,/organization/ayalogic,VoIP,USA,IL,Ohio,seed,2004-10-01,2004,"270,000"
Farecast,/organization/farecast,Transportation,USA,WA,Seattle,A,2004-10-01,2004,"1,500,000"
Firefly Energy,/organization/firefly-energy,Batteries,USA,IL,Peoria Heights,A,2004-10-01,2004,"4,000,000"
Infinera Corporation,/organization/infinera,Web Hosting,USA,CA,Sunnyvale,E,2004-10-01,2004,"52,000,000"
IronPort Systems,/organization/ironport,Security,USA,CA,San Bruno,D,2004-10-01,2004,"45,000,000"
Linden Lab,/organization/secondlife,Games,USA,CA,San Francisco,A,2004-10-01,2004,"8,000,000"
LinkedIn,/organization/linkedin,Social Media,USA,CA,Mountain View,B,2004-10-01,2004,"10,000,000"
maniaTV,/organization/maniatv,Entertainment,USA,FL,Hollywood,A,2004-10-01,2004,"4,600,000"
Metreos Corporation,/organization/metreos-corporation,VoIP,USA,TX,Austin,A,2004-10-01,2004,"3,800,000"
Networks in Motion,/organization/networks-in-motion,Maps,USA,CA,Aliso Viejo,B,2004-10-01,2004,"5,000,000"
nLIGHT Corp.,/organization/nlight,Lasers,USA,OR,Hillsboro,C,2004-10-01,2004,"13,200,000"
Orb Networks,/organization/orbnetworks,Software,USA,CA,Oakland,A,2004-10-01,2004,"4,000,000"
PayScale,/organization/payscale,Payments,USA,WA,Seattle,A,2004-10-01,2004,"3,200,000"
Pluck,/organization/pluck,Curated Web,USA,TX,Austin,B,2004-10-01,2004,"8,500,000"
AirTight Networks,/organization/airtight-networks,Security,USA,CA,Mountain View,A,2004-11-01,2004,"10,250,000"
Chimerix,/organization/chimerix,Biotechnology,USA,NC,Durham,C,2004-11-01,2004,"11,000,000"
ClariPhy Communications,/organization/clariphy-communications,Semiconductors,USA,CA,Irvine,A,2004-11-01,2004,"8,000,000"
eHarmony,/organization/eharmony,Curated Web,USA,CA,Santa Monica,B,2004-11-01,2004,"110,000,000"
HydroPoint Data Systems,/organization/hydropoint-data-systems,Analytics,USA,CA,Petaluma,A,2004-11-01,2004,"11,900,000"
Info,/organization/info,Search,USA,IL,Chicago,A,2004-11-01,2004,"8,400,000"
LogMeIn,/organization/logmein,Software,USA,MA,Boston,A,2004-11-01,2004,"10,000,000"
Nefsis,/organization/nefsis,Video Conferencing,USA,CA,San Diego,venture,2004-11-01,2004,"500,000"
Affinity Circles,/organization/affinitycircles,Software,USA,CA,Sunnyvale,A,2004-12-01,2004,"440,000"
BiPar Sciences,/organization/bipar-sciences,Health and Wellness,USA,CA,Brisbane,A,2004-12-01,2004,"13,000,000"
BlackArrow,/organization/blackarrow,Advertising,USA,CA,San Jose,A,2004-12-01,2004,"6,000,000"
Casero,/organization/casero,Curated Web,CAN,ON,Toronto,A,2004-12-01,2004,"7,500,000"
CipherMax,/organization/ciphermax,Security,USA,CA,San Jose,venture,2004-12-01,2004,"29,000,000"
Cymbet,/organization/cymbet,Semiconductors,USA,MN,Elk River,B,2004-12-01,2004,"16,500,000"
Enpirion,/organization/enpirion,Semiconductors,USA,NJ,Hampton,B,2004-12-01,2004,"17,000,000"
Eurekster,/organization/eurekster,Social Media,USA,CA,San Francisco,A,2004-12-01,2004,"1,350,000"
FoundValue,/organization/foundvalue,Freelancers,USA,CA,San Francisco,A,2004-12-01,2004,"4,000,000"
Gather,/organization/gather,News,USA,MA,Boston,A,2004-12-01,2004,"3,000,000"
Gotuit,/organization/gotuitmedia,Curated Web,USA,MA,Woburn,B,2004-12-01,2004,"10,000,000"
ITIS Holdings,/organization/itis-holdings,Software,USA,CT,Cheshire,B,2004-12-01,2004,"2,736,704"
KAYAK,/organization/kayak,Travel,USA,CT,Stamford,B,2004-12-01,2004,"7,000,000"
Pivot,/organization/pivot,Price Comparison,USA,MA,Cambridge,A,2004-12-01,2004,"5,000,000"
PostPath,/organization/postpath,Messaging,USA,CA,Mountain View,B,2004-12-01,2004,"9,300,000"
QlikTech,/organization/qliktech,Software,USA,PA,Radnor,venture,2004-12-01,2004,"12,500,000"
3Leaf,/organization/3leaf,Web Hosting,USA,CA,Santa Clara,A,2005-01-01,2005,"10,000,000"
A10 Networks,/organization/a10-networks,Security,USA,CA,San Jose,A,2005-01-01,2005,"6,000,000"
Action Engine,/organization/actionengine,Mobile,USA,WA,Bellevue,D,2005-01-01,2005,"10,000,000"
Ad Infuse,/organization/ad-infuse,Mobile,USA,CA,San Francisco,seed,2005-01-01,2005,"600,000"
Advice Company,/organization/advice-company,Legal,USA,CA,Sausalito,angel,2005-01-01,2005,"500,000"
Aggregate Knowledge,/organization/aggregateknowledge,Advertising,USA,CA,San Mateo,seed,2005-01-01,2005,"500,000"
